44100Hz
-5.253673356384912e-21
-2.701523572819541e-12
-1.204506052810173e-11
0.0
0.0
-2.445754449624649e-09
-6.891434078509119e-09
0.0
0.0
-4.947591101775785e-08
-1.632505525551972e-07
-4.490057293280152e-08
0.0
0.0
-1.019634843799867e-07
3.288569553146534e-07
0.0
0.0
3.794592207764884e-06
7.687164222634038e-06
0.0
0.0
0.0
-2.351115588651545e-06
-1.434664309527534e-05
0.0
0.0
-7.835697795092633e-05
-0.000120943354840867
-6.963271302752115e-05
0.0
-3.114035901235856e-05
3.997845773672431e-05
0.0001617942007249437
0.0001001736960511123
0.0001576307014684074
0.0006360909507385712
0.0008494295105585439
0.0005971943762197534
0.0002273883927951298
0.00027543877902679
-0.0001088079383331097
-0.0006961429210398229
-0.0008365645300751153
-0.001280933301860685
-0.002602884485249997
-0.003194734687910899
-0.002413130183697117
-0.00146223295207443
-0.001263621697936828
-0.0001073692142982316
0.001570186920628482
0.002424905210645123
0.003816263252698703
0.006491957878870985
0.007566458252241516
0.005950475423588457
0.00418038360254723
0.003454726719200211
0.001013163755066556
-0.00236780624504197
-0.004583878899482787
-0.007568750677761849
-0.01199247694186546
-0.0137252748436196
-0.01142419357091121
-0.009177479308456703
-0.008338806427295084
-0.004969531326782926
0.0002259888673314117
0.004419932378737671
0.009162279816476132
0.01517115023348315
0.01821446677183221
0.01685053241415549
0.01594548393380429
0.01694335898743188
0.01492836891681737
0.009493839728123088
0.004285429161219358
5.126280279291813e-05
-0.004915786397685198
-0.009012838654030277
-0.01076031238889511
-0.01258431473661745
-0.01547335877718771
-0.01626448446811635
-0.01397506917606963
-0.01150706283375968
-0.01064643027675244
-0.009225837385040302
-0.006351679046652393
-0.003436484618812627
-0.001331044787528464
0.0006671795046818271
0.002487051049584872
0.003442825678590085
0.003840346028724219
0.004123374399586613
0.003547756090912528
0.001819279183777047
-0.0003395407462303112
-0.002844482879376076
-0.005996353644518951
-0.008672811720468373
-0.009862857098518227
-0.01059045539660183
-0.01128418505690008
-0.01010731701703044
-0.006570896554019989
-0.002246263885841928
0.002547206545271201
0.008303845926748866
0.01335065172852699
0.01632693768528913
0.01883438778041592
0.02121930463123257
0.02082592983020297
0.01718498449693812
0.01305943874215656
0.009824061661168264
0.006843769444537063
0.004763016927440526
0.004871274765602476
0.008007895786726723
0.01472058821010738
0.02359172872039379
0.03199419144593091
0.04071313301244592
0.05119249408739876
0.05828019081011564
0.05624225811633203
0.04751820757425743
0.03567872948230567
0.0171089071394693
-0.009077701236680613
-0.0370929058655448
-0.0661465942484994
-0.09866880439960038
-0.1263066598258805
-0.1389844043332159
-0.1423228098384745
-0.1447946057229088
-0.1386070904428938
-0.1155236656765756
-0.08345947864892031
-0.05229634488461694
-0.02057963717344106
0.01184108543461517
0.03859815757079158
0.05845942795909687
0.0747282276226767
0.08474703656470611
0.08474380380098001
0.079471745286872
0.07609983030044491
0.07476174231018702
0.07263667657002888
0.07105864230476223
0.07463595261285601
0.08450652730284065
0.09542148523266286
0.1017195165253882
0.1049086747528145
0.10799289998214
0.1061284206284047
0.092798120857264
0.07045245723551982
0.0446467080445181
0.01501646468879174
-0.01815347264624663
-0.04923941588617784
-0.07565234383639628
-0.09885119965110241
-0.1153435314319635
-0.1192885207203013
-0.1133982008226143
-0.104430208023879
-0.09271055734754557
-0.07620232006352964
-0.05833246825483501
-0.04460641785641723
-0.03655549601504644
-0.03328014859100762
-0.03396555663996275
-0.03838297251010435
-0.04612271205006004
-0.05477745340820655
-0.06003164782031099
-0.05996362180551639
-0.05582850319880692
-0.04731313424143493
-0.03281058353480378
-0.01390743566293194
0.005751215582924435
0.02436043267129962
0.03981576279555726
0.04831776547193118
0.04851452442307911
0.04169506022703216
0.02787280073339765
0.007343627589498965
-0.01634756065328774
-0.03967817018749463
-0.06081808132615967
-0.07599933022930047
-0.08046940872695821
-0.07406717801615434
-0.05844429069916025
-0.0328487930631006
0.002186513034613119
0.04223373145910675
0.08442302013750513
0.127722494588746
0.1670421173934122
0.1958084465660104
0.2152037706642558
0.2285735599729058
0.2328775208951843
0.2227756789909078
0.2015497918539691
0.1759990877652041
0.1467267937258776
0.1114552949673471
0.07235184409553186
0.03373172811448337
-0.003807243131142398
-0.04053907047800982
-0.07445249217600945
-0.104750706670793
-0.1335027572624322
-0.1610517491669005
-0.1840772724880989
-0.2014785327159187
-0.2170802623540676
-0.232309277359433
-0.2430032152738173
-0.2450134758801665
-0.2413278611927763
-0.2345681866919832
-0.2217361317421899
-0.1981918843912219
-0.1655357103830962
-0.1276388394017847
-0.08456850635791022
-0.03586730956814869
0.01519232364457123
0.06485440509873597
0.1115821792813841
0.1523739607496371
0.1817819681785545
0.1984313329705231
0.2043162199530297
0.1990403662620837
0.1804516147040664
0.1509513378229942
0.1167427219294605
0.08163863752437825
0.04811277653514934
0.01993369927857983
0.001052695241004736
-0.006830458946987056
-0.003265797040946899
0.01102384874592538
0.03347540445602488
0.061053884251112
0.09057209013509301
0.1173511120685599
0.1365448783170394
0.1468496229585933
0.1480421851302957
0.1390895153660556
0.1195768931576885
0.09307175555713837
0.06387631930662765
0.0347395021257513
0.00819174378512613
-0.01292143763241563
-0.02729963547367981
